Location,Date,Time,SiteName,Transect#,Genus ,NumberperTransect,Growthforms,Signs of abornmality,Types,Syndrome,Cause,Potential Syndrome - If disease,Other non disease potential ,Other potential non diseae Symptom,Comments,New Cat
Leleuvia,9/27/2013,12:25,LUDF2,1,Acropora,2,D,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Montipora,3,F,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Millepora,2,SM,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Coscinaraea,1,SM,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Porites,1,SM,1,FB,FB,B,,Focal Bleaching ,,,FB
Leleuvia,9/27/2013,12:25,LUDF2,1,Platygyra,1,M ,4,E,,,,Eroded,,,IG
Leleuvia,9/27/2013,12:25,LUDF2,1,Acropora,5,T,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Psammocora,1,SM,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Echinopora,1,F,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Porites,1,M ,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:25,LUDF2,1,Porites,1,M ,1,P,P,P,,Predation,,,P
Leleuvia,9/27/2013,12:25,LUDF2,1,Goniastrea,1,M ,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Goniastrea,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:25,LUDF2,1,Pocillopora,1,SM,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Coscinaraea,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:25,LUDF2,1,Pocillopora,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:25,LUDF2,1,Porites,1,M ,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:25,LUDF2,1,Porites,1,M ,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Pavona,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:25,LUDF2,1,Porites,1,M ,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:25,LUDF2,1,Porites,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:25,LUDF2,1,Pocillopora,1,CC,1,B,B,B,,Bleaching ,,,BL
Leleuvia,9/27/2013,12:25,LUDF2,1,Montipora,1,E,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Montipora,1,F,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:25,LUDF2,1,Pavona,1,E,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Stylophora,1,B,2,GA,GA,,,,,,GA
Leleuvia,9/27/2013,12:25,LUDF2,1,Porites,1,M ,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:25,LUDF2,1,Acropora,3,T,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Porites,1,M ,1,FB,FB,B,,Focal Bleaching ,,,FB
Leleuvia,9/27/2013,12:25,LUDF2,1,Porites,1,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Platygyra,1,M ,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Porites,1,M ,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:25,LUDF2,1,Pocillopora,1,CC,1,B,B,B,,Bleaching ,,,BL
Leleuvia,9/27/2013,12:25,LUDF2,1,Millepora,1,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Porites,1,M ,1,"P, FB",P,P,,Predation,Focal Bleaching ,,P
Leleuvia,9/27/2013,12:25,LUDF2,1,Pocillopora,1,CC,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:25,LUDF2,1,Acropora,1,D,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Porites,3,M ,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Pavona,1,E,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Goniastrea,1,M ,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Goniastrea,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:25,LUDF2,1,Acropora,2,D,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Pavona,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:25,LUDF2,1,Platygyra,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:25,LUDF2,1,Montipora,1,F,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Montipora,1,F,1,B,B,B,,Bleaching ,,,BL
Leleuvia,9/27/2013,12:25,LUDF2,1,Goniastrea,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:25,LUDF2,1,Porites,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:25,LUDF2,1,Acropora,1,E,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Porites,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:25,LUDF2,1,Isopora,1,F,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Acropora,1,T,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Isopora,1,E,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Acropora,7,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Montipora,1,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Goniastrea,1,E,1,B,B,B,,Bleaching ,,,BL
Leleuvia,9/27/2013,12:25,LUDF2,1,Acropora,1,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:25,LUDF2,1,Millepora,1,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Millepora,1,B,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Porites,1,M ,1,"WSpt, C",UWS,WSO,Ulcerative White Spot Disease,,,With line representing competition with another colony,UWS
Leleuvia,9/27/2013,12:36,LUDF2,2,Porites,1,M ,1,"PD, WSpt",,,Ulcerative White Spot Disease,,,Partly dead with white spots in surface ,UWS
Leleuvia,9/27/2013,12:36,LUDF2,2,Porites,1,E,1,"WSpt, P",UWS,WSO,Ulcerative White Spot Disease,Predation,,Could also be fish grazing marks,UWS
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,4,CC,1,"B, PD",B,B,,Bleaching ,,Partly dead with bleached branches,BL
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,4,T,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,3,CC,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Porites,1,M ,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,2,T,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Ctenactis,1,S,1,"WSpt, FB",UWS,WSO,Ulcerative White Spot Disease,Focal bleaching ,,,UWS
Leleuvia,9/27/2013,12:36,LUDF2,2,Fungia,1,S,1,"WSpt, FB",UWS,WSO,Ulcerative White Spot Disease,Focal bleaching ,,,UWS
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,1,SM,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,1,CC,1,"B, PD",B,B,,Bleaching ,,Partly dead colony,BL
Leleuvia,9/27/2013,12:36,LUDF2,2,Montipora,1,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,2,CC,1,B,B,B,,Bleaching ,,,BL
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,1,D,1,B,B,B,,Bleaching ,,,BL
Leleuvia,9/27/2013,12:36,LUDF2,2,Fungia,1,S,1,B,B,B,,Bleaching ,,,BL
Leleuvia,9/27/2013,12:36,LUDF2,2,Porites,2,M ,1,"WSpt, P",UWS,WSO,Ulcerative White Spot Disease,Predation,,White spots on surface,UWS
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,1,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Millepora,1,B,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,13,T,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,1,CC,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,1,CC,1,"B, PD",B,B,,Bleaching ,,Partly dead,BL
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,6,D,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,1,CC,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Galaxea,1,M ,1,B,B,B,,Bleaching ,,White spots on surface,BL
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,1,B,1,B,B,B,,Bleaching ,,,BL
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,2,CC,1,"B, GA, PD",B,B,Growth Anomalies ,Bleaching ,,Tips of the edge has GA and is bleached also partly dead,BL
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,4,T,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Millepora,3,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Pavona,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,1,T,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Fungia,1,S,1,"B, PR",B,B,Pigmentation Response,Bleaching ,,White patches on surface with a few grey/blue patches,BL
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,1,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Goniastrea,1,M ,1,WSpt,UWS,WSO,Ulcerative White Spot Disease,,,,UWS
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,2,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,5,B,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,2,T,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,38,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,5,B,1,"B, PD",B,B,,Bleaching ,,Partly dead,BL
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,4,CC,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,3,CC,1,B,B,B,,Bleaching ,,White tips at the edge,BL
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,2,CC,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,3,CC,2,GA,GA,,Growth Anomalies ,,,,GA
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,1,CC,1,"B, PD",B,B,,Bleaching ,,Partly dead,BL
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,2,T,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,1,CC,2,"GA, B",GA,,Growth Anomalies ,Bleaching ,,Tips onn edges are white,GA
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,2,CC,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,1,D,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,1,T,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,7,CC,1,B,B,B,,Bleaching ,,Partly dead colony with bleaching,BL
Leleuvia,9/27/2013,12:36,LUDF2,2,Porites,1,M ,1,"WSpt, P",UWS,WSO,Ulcerative White Spot Disease,Predation,,White spots on surface,UWS
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,16,CC,2,GA,GA,,Growth Anomalies ,,,,GA
Leleuvia,9/27/2013,12:36,LUDF2,2,Millepora,4,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,1,D,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,1,CC,1,B,B,B,,Bleaching ,,White tips and some branches,BL
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,2,CC,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,3,T,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Porites,2,M ,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,5,CC,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,33,CC,1,B,B,B,,Bleaching ,,,BL
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,5,CC,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,6,CC,3,PD,,,,,,Smoothered by algae,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,8,SM,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,4,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,2,T,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,16,CC,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Platygyra,1,M ,4,E,,,,,,Partly dead with signs of erosion,IG
Leleuvia,9/27/2013,12:36,LUDF2,2,Porites,1,M ,3,PD,,,,,,Partly dead with signs of sediment smothering,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Porites,2,M ,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Acropora,2,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:36,LUDF2,2,Porites,2,M ,3,"PD, E",,,,,,,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Millepora,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:36,LUDF2,2,Millepora,1,SM,1,"B, PD",B,B,,,,Partly dead colony with white bands near the edges,BL
Leleuvia,9/27/2013,12:36,LUDF2,2,Pocillopora,4,CC,2,PR,PR,,,,,,PR
Leleuvia,9/27/2013,12:36,LUDF2,2,Porites,1,M ,1,"B,P",B,B,,Bleaching ,Predation,Partly dea colony wilth white spots,BL
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,22,CC,1,P,P,P,,Predation,,Looks like COTS feeding sign. Partly dead colony ,P
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,8,CC,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,4,CC,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Millepora,5,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Millepora,2,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,20,CC,2,"GA, P",GA,,Growth Anomalies ,Predation,,Partly dead with white spots in edges,GA
Leleuvia,9/27/2013,12:44,LUDF2,3,Acropora,4,T,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,13,CC,1,B,B,B,,Bleaching ,,White spots on tips of branches,BL
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,3,CC,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Porites,1,E,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Porites,4,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Porites,2,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Acropora,4,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Millepora,4,B,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Acropora,7,T,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Acropora,2,B,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Favites,1,E,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Galaxea,1,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Montastrea,1,SM,4,E,,,,,,,IG
Leleuvia,9/27/2013,12:44,LUDF2,3,Gardineroseris,1,SM,1,"WS, P, PD",WS,WS,White Syndrome,Predation,,Partly dead colony with white band advancing near dead edges,WS
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,1,SM,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Porites,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Goniastrea,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Montipora,1,SM,1,"WS,P, PD",WS,WS,White Syndrome,Predation,,Partly dead colony with white band advancing from dead ends,WS
Leleuvia,9/27/2013,12:44,LUDF2,3,Diploastrea,1,M ,1,"WS, PD",WS,WS,White Syndrome,,,Partly dead with WS,WS
Leleuvia,9/27/2013,12:44,LUDF2,3,Porites,1,M ,1,P,P,P,,Predation,,"White spots on surface, signs of fish grazing ",P
Leleuvia,9/27/2013,12:44,LUDF2,3,Acropora,1,T,1,B,B,B,,Bleaching ,,,BL
Leleuvia,9/27/2013,12:44,LUDF2,3,Cyphastrea,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Porites,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Acropora,1,B,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Montipora,1,B,2,GA,GA,,Growth Anomalies ,,,,GA
Leleuvia,9/27/2013,12:44,LUDF2,3,Millepora,1,SM,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Millepora,1,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,2,SM,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Platygyra,1,M ,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Porites,1,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Acropora,15,T,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,1,SM,1,"WS, P,B",WS,WS,White Syndrome,Bleaching ,Predation,Partly dead colony with white bands on branches advancing from dead sections,WS
Leleuvia,9/27/2013,12:44,LUDF2,3,Goniastrea,2,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Platygyra,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Goniastrea,1,M ,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,7,SM,1,"B, ",B,B,,Bleaching ,,,BL
Leleuvia,9/27/2013,12:44,LUDF2,3,Diploastrea,1,M ,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Acanthastrea,1,M ,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Montastrea,1,M ,1,"WS, B, PD",WS,WS,White Syndrome,Bleaching ,,Partly dead colony with white band near dead end edge and white spots ,WS
Leleuvia,9/27/2013,12:44,LUDF2,3,Fungia,1,S,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Diploastrea,1,M ,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Favites,1,E,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Merulina,1,F,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,5,CC,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Fungia,3,S,1,B,B,B,,Bleaching ,,White patches on surface,BL
Leleuvia,9/27/2013,12:44,LUDF2,3,Seriatopora,1,B,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Acropora,1,CC,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Millepora,2,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,7,CC,1,B,B,B,,Bleaching ,,,BL
Leleuvia,9/27/2013,12:44,LUDF2,3,Acropora,2,B,1,"B, PD",B,B,,Bleaching ,,Partly dead,BL
Leleuvia,9/27/2013,12:44,LUDF2,3,Galaxea,1,E,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,6,CC,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Millepora,12,B,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Goniopora,1,M ,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,2,B,1,B,B,B,,Bleaching ,,White spots on branches ,BL
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,2,CC,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Acropora,1,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Acropora,7,T,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Montipora,1,B,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,4,SM,1,B,B,B,,Bleaching ,,White spots on branch tips,BL
Leleuvia,9/27/2013,12:44,LUDF2,3,Merulina,1,B,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,1,SM,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,13,SM,1,B,B,B,,Bleaching ,,,BL
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,2,CC,0,,,,,,,,H
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,1,CC,1,B,B,B,,Bleaching ,,,BL
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,1,CC,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Porites,1,M ,1,WSpt,UWS,WSO,Ulcerative White Spot Disease,,,White spots on surface,UWS
Leleuvia,9/27/2013,12:44,LUDF2,3,Galaxea,1,M ,1,B,B,B,,Bleaching ,,White patches on surface,BL
Leleuvia,9/27/2013,12:44,LUDF2,3,Millepora,1,B,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,3,CC,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Porites,1,M ,1,"P, PD",P,P,,Predation,,Partly dead with fish bite signs ,P
Leleuvia,9/27/2013,12:44,LUDF2,3,Porites,1,SM,3,PD,,,,,,,PD
Leleuvia,9/27/2013,12:44,LUDF2,3,Pocillopora,1,CC,3,PD,,,,,,,PD
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
