Location,Date,Time,SiteName,Transect#,Genus ,NumberperTransect,Growthforms,Signs of abornmality,Types,Potential Syndrome - If disease,Other non disease potential ,Other potential non diseae Symptom,Comments,Cat
NanuyaLailai,,,NLDF2,3,Favites,1,E,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Acropora,2,T,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Pavona,1,E,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Favites,1,E,1,"B, PD",,,,Partly dead with white patches ,B
NanuyaLailai,,,NLDF2,3,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Pavona,2,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Porites,1,M ,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Diploastrea,1,M ,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Favites,1,E,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Favia,1,E,1,"B, PD",,Bleaching ,,Partly dead with white spots,B
NanuyaLailai,,,NLDF2,3,Pavona,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Diploastrea,1,M ,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Favites,1,E,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Diploastrea,1,M ,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,T,1,B,,Bleaching ,,Partly bleached,B
NanuyaLailai,,,NLDF2,3,Montipora,1,E,1,UWSD,Ulcerative White Spot Disease,,,White spots on surface,UWS
NanuyaLailai,,,NLDF2,3,Acropora,1,T,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Montipora,1,E,1,"B, E, PD",,Bleaching ,Eroded,Partly dead with white patches and signs of organism burrowing ,B
NanuyaLailai,,,NLDF2,3,Acropora,1,E,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Montipora,1,E,1,"B, PD",,Bleaching ,,Partly dead with white patches,B
NanuyaLailai,,,NLDF2,3,Acropora,1,B,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Favites,1,E,1,"B, PD",,Bleaching ,,Partly dead with white  patches,B
NanuyaLailai,,,NLDF2,3,Porites,1,SM,1,P,,Predation,,,P
NanuyaLailai,,,NLDF2,3,Leptoria,1,SM,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Cyphastrea,2,E,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Favites,1,E,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Porites,1,E,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,B,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Goniastrea,1,M ,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Porites,2,SM,1,"P, PD",,Predation,,Partly dead with white patches ,P
NanuyaLailai,,,NLDF2,3,Millepora,3,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Porites,1,M ,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Porites,1,E,1,"FB, PD",,Focal Bleaching ,,,FB
NanuyaLailai,,,NLDF2,3,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,T,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Acropora,1,T,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,B,1,B,,Bleaching ,,Partly bleached,B
NanuyaLailai,,,NLDF2,3,Montipora,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,2,T,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Porites,1,M ,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Pavona,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Millepora,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Porites,2,SM,1,"B, PD",,Bleaching ,,Partly dead with pale ior white patches ,B
NanuyaLailai,,,NLDF2,3,Pavona,1,SM,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Acropora,3,T,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Goniastrea,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Diploastrea,1,M ,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,3,T,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Acropora,1,T,1,"P, PD",,Predation,,"One edge of colony is white, potential predation by Drupella",P
NanuyaLailai,,,NLDF2,3,Pavona,2,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Montipora,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,T,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,3,T,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Polyphyllia,1,S,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Cyphastrea,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Astreopora,1,SM,1,"FB, PD",,Focal bleaching ,,Partly dead with white patches,FB
NanuyaLailai,,,NLDF2,3,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,2,B,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Acropora,1,B,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Porites,5,M ,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Porites,2,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,T,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,B,1,B,,Bleaching ,,Some branches are bleached,B
NanuyaLailai,,,NLDF2,3,Acropora,2,T,2,GA,Growth Anomalies ,,,,GA
NanuyaLailai,,,NLDF2,3,Acropora,1,B,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,T,1,"P, PD",,Predation,,Some branches have white patches,P
NanuyaLailai,,,NLDF2,3,Porites,1,SM,1,"FB, PD",,Focal bleaching ,,White spots and patches on a partly dead colony,FB
NanuyaLailai,,,NLDF2,3,Montipora,1,E,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Favites,1,E,1,"B, PD",,Bleaching ,,Partly dead with white patches ,B
NanuyaLailai,,,NLDF2,3,Astreopora,2,E,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Porites,3,E,1,"B, PD",,Bleaching ,,Partly dead with white patches on surface,B
NanuyaLailai,,,NLDF2,3,Acropora,2,B,1,"B, PD",,Bleaching ,,Partly dead and bleached,B
NanuyaLailai,,,NLDF2,3,Acropora,1,T,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Pavona,1,E,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Porites,1,SM,2,PR,Pigmentation Response,,,Pink and white patches on surface,PR
NanuyaLailai,,,NLDF2,3,Acropora,1,T,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Favites,3,E,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,B,2,"ESE, B",Enlarged Skeletal Elements,,,Partly bleached colony with ESE,Others
NanuyaLailai,,,NLDF2,3,Pocillopora,1,CC,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Porites,2,M ,1,"P, PD",,Predation,,Partly dead with signs of fish feeding ,P
NanuyaLailai,,,NLDF2,3,Acropora,1,T,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,B,1,B,,Bleaching ,,Partly bleached colony ,B
NanuyaLailai,,,NLDF2,3,Cyphastrea,1,E,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,2,B,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Porites,1,E,1,FB,,Focal Bleaching ,,White patches on surface,FB
NanuyaLailai,,,NLDF2,3,Porites,1,E,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Platygyra,1,E,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Acropora,1,B,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Cyphastrea,1,B,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,B,1,"B, PD",,Bleaching ,,Partly dead with some branches bleached,B
NanuyaLailai,,,NLDF2,3,Montipora,1,E,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Leptastrea,1,E,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Lobophyllia,1,M ,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Pachyseris,1,F,1,"B, ",,Bleaching ,,White patches on colony surface,B
NanuyaLailai,,,NLDF2,3,Acropora,1,T,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Porites,1,M ,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Platygyra,1,E,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Porites,1,SM,1,"B, PD",,Bleaching ,,Partly dead with white patches ,B
NanuyaLailai,,,NLDF2,3,Favites,1,E,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,T,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Porites,1,M ,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Diploastrea,1,M ,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Montipora,1,SM,4,E,,Eroded,,,E
NanuyaLailai,,,NLDF2,3,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acanthastrea,1,M ,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Favites,2,E,1,"B, PD",,Bleaching ,,Partly dead with white patches,B
NanuyaLailai,,,NLDF2,3,Porites,1,M ,1,UWSD,Ulcerative White Spot Disease,,,White spots on surface,UWS
NanuyaLailai,,,NLDF2,3,Acropora,1,B,1,B,,Bleaching ,,Colony almost white,B
NanuyaLailai,,,NLDF2,3,Acropora,1,T,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Favites,1,E,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Acropora,1,B,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Acropora,1,B,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,B,1,"USWD, PD",Ulcerative White Spot Disease,,,Partly dead with white spots,UWS
NanuyaLailai,,,NLDF2,3,Acropora,5,T,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Acropora,1,T,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,T,2,GA,Growth Anomalies ,,,,GA
NanuyaLailai,,,NLDF2,3,Favites,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Pavona,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,T,1,"B,PD",,Bleaching ,,Partly dead and bleached,B
NanuyaLailai,,,NLDF2,3,Pavona,1,E,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,B,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Pavona,1,SM,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Porites,1,M ,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Pocillopora,1,CC,1,"B, PD",,Bleaching ,,Partly dead with bleaching in some branches,B
NanuyaLailai,,,NLDF2,3,Isopora,1,SM,1,"B, PD",,Bleaching ,,Partly dead with white patches ,B
NanuyaLailai,,,NLDF2,3,Pocillopora,1,CC,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Acropora,2,T,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Platygyra,1,M ,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Merulina,1,F,1,"FB, PD",,Focal Bleaching ,,Partly dead with white patches,FB
NanuyaLailai,,,NLDF2,3,Merulina,1,F,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Millepora,1,B,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Acropora,2,B,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Pavona,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Porites,1,SM,1,"FB, PD",,Focal Bleaching ,,Partly dead with white spots ,FB
NanuyaLailai,,,NLDF2,3,Cyphastrea,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,T,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,2,B,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Acropora,9,T,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Porites,1,SM,1,"B, ",,Bleaching ,,Pale and white patches on colony,B
NanuyaLailai,,,NLDF2,3,Acropora,7,B,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Porites,1,E,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Montipora,1,E,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Porites,1,E,1,FB,,Focal Bleaching ,,White patches on surface,FB
NanuyaLailai,,,NLDF2,3,Pocillopora,2,CC,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Pocillopora,5,CC,1,"B, PD",,Bleaching ,,Partly dead with bleaching on some branches,B
NanuyaLailai,,,NLDF2,3,Acropora,1,B,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,D,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Millepora,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Pavona,1,SM,1,FB,,Focal Bleaching ,,White spots and patches on surface,FB
NanuyaLailai,,,NLDF2,3,Acropora,1,T,1,"P, PD",,Predation,,Partly dead with potential signs of predation either COTS or Drupella ,P
NanuyaLailai,,,NLDF2,3,Acropora,1,B,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,5,T,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Acropora,1,T,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Montipora,1,SM,1,"FB, PD",,Focal Bleaching ,,Partly dead with white patches ,FB
NanuyaLailai,,,NLDF2,3,Fungia,1,S,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Pocillopora,1,CC,2,"GA, PD",Growth Anomalies ,,,Partly dead with abnormal growths,GA
NanuyaLailai,,,NLDF2,3,Acropora,1,T,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,B,1,"P, UWSD, PD",Ulcerative White Spot Disease,Predation,,Partly dead with signs of predation(drupella) and white spots. Some dead portions are covered with white cementing algae,P
NanuyaLailai,,,NLDF2,3,Acropora,1,D,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Stylophora,1,B,2,"GA, B",Growth Anomalies ,Bleaching ,,Parlty bleached with GAs,GA
NanuyaLailai,,,NLDF2,3,Acropora,1,T,1,"B, ",,Bleaching ,,Partly bleached,B
NanuyaLailai,,,NLDF2,3,Pavona,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Millepora,1,B,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Acropora,4,B,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Pocillopora,1,CC,1,"B, ",,Bleaching ,,Partly bleaching ,B
NanuyaLailai,,,NLDF2,3,Pocillopora,1,CC,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Acropora,1,B,1,"B, PD",,Bleaching ,,Partly bleached and dead ,B
NanuyaLailai,,,NLDF2,3,Acropora,1,B,1,B,,Bleaching ,,Whole colony bleached,B
NanuyaLailai,,,NLDF2,3,Porites,1,SM,1,"B, PD",,Bleaching ,,Partly dead with white and yellow patches ,B
NanuyaLailai,,,NLDF2,3,Montipora,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Favites,1,E,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,B,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,3,B,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Pocillopora,2,CC,1,"B, PD",,Bleaching ,,Partly bleached and dead,B
NanuyaLailai,,,NLDF2,3,Porites,3,B,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,B,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Acropora,1,B,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Pavona,3,E,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,B,1,"B, PD",,Bleaching ,,Partly dead with white patches ,B
NanuyaLailai,,,NLDF2,3,Pocillopora,2,CC,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Pocillopora,2,CC,0,,,,,,H
NanuyaLailai,,,NLDF2,3,Pocillopora,1,SM,3,PD,,,,,PD
NanuyaLailai,,,NLDF2,3,Acropora,1,B,3,PD,,,,,PD
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
